Discord,Team,Individual,Individual?,% Calculator,Rank
,Zesty Zucchinis,18.97%,FALSE,#REF!,#REF!
,,18.97%,TRUE,18.97%,NONE
,jade esports,18.95%,FALSE,#REF!,#REF!
,,18.87%,TRUE,18.87%,NONE
,,18.86%,TRUE,18.86%,NONE
,,18.81%,TRUE,18.81%,NONE
,University of Illinois of Chicago,18.81%,FALSE,#REF!,#REF!
,,18.80%,TRUE,18.80%,NONE
,,18.78%,TRUE,18.78%,NONE
,Xanity Crimson,18.77%,FALSE,#REF!,#REF!
,,18.75%,TRUE,18.75%,NONE
,,18.71%,TRUE,18.71%,NONE
,,18.71%,TRUE,18.71%,NONE
,,18.70%,TRUE,18.70%,NONE
,,18.69%,TRUE,18.69%,NONE
,,18.67%,TRUE,18.67%,NONE
,,18.64%,TRUE,18.64%,NONE
,Argon,18.64%,FALSE,#REF!,#REF!
,,18.62%,TRUE,18.62%,NONE
,,18.62%,TRUE,18.62%,NONE
,,18.58%,TRUE,18.58%,NONE
,Project A,18.58%,FALSE,#REF!,#REF!
,Berzerkers,18.57%,FALSE,#REF!,#REF!
,kaiju corp,18.57%,FALSE,#REF!,#REF!
,Chosen 1s,18.56%,FALSE,#REF!,#REF!
,,18.55%,TRUE,18.55%,NONE
,,18.54%,TRUE,18.54%,NONE
,,18.51%,TRUE,18.51%,NONE
,,18.51%,TRUE,18.51%,NONE
,,18.48%,TRUE,18.48%,NONE
,,18.46%,TRUE,18.46%,NONE
,,18.44%,TRUE,18.44%,NONE
,,18.42%,TRUE,18.42%,NONE
,,18.40%,TRUE,18.40%,NONE
,Smooches,18.37%,FALSE,#REF!,#REF!
,,18.37%,TRUE,18.37%,NONE
,,18.36%,TRUE,18.36%,NONE
,,18.34%,TRUE,18.34%,NONE
,,18.31%,TRUE,18.31%,NONE
,,18.30%,TRUE,18.30%,NONE
,,18.30%,TRUE,18.30%,NONE
,,18.28%,TRUE,18.28%,NONE
,,18.26%,TRUE,18.26%,NONE
,,18.24%,TRUE,18.24%,NONE
,,18.24%,TRUE,18.24%,NONE
,,18.20%,TRUE,18.20%,NONE
,,18.20%,TRUE,18.20%,NONE
,,18.19%,TRUE,18.19%,NONE
,,18.19%,TRUE,18.19%,NONE
,,18.18%,TRUE,18.18%,NONE
,,18.18%,TRUE,18.18%,NONE
,,18.18%,TRUE,18.18%,NONE
,,18.17%,TRUE,18.17%,NONE
,Abstract Empire,18.16%,FALSE,#REF!,#REF!
,,18.16%,TRUE,18.16%,NONE
,,18.15%,TRUE,18.15%,NONE
,Olympus Gaming,18.14%,FALSE,#REF!,#REF!
,,18.14%,TRUE,18.14%,NONE
,BabyJ Esports,18.13%,FALSE,#REF!,#REF!
,,18.13%,TRUE,18.13%,NONE
,,18.13%,TRUE,18.13%,NONE
,Immoral Phantoms,18.11%,FALSE,#REF!,#REF!
,Predator x Gaming,18.05%,FALSE,#REF!,#REF!
,,18.04%,TRUE,18.04%,NONE
,,17.95%,TRUE,17.95%,NONE
,,17.81%,TRUE,17.81%,NONE
,,17.78%,TRUE,17.78%,NONE
,Vanguard Gaming,17.76%,FALSE,#REF!,#REF!
,,17.73%,TRUE,17.73%,NONE
,Verity Esports Black,17.71%,FALSE,#REF!,#REF!
,,17.71%,TRUE,17.71%,NONE
,Noxious Green,17.70%,FALSE,#REF!,#REF!
,,17.69%,TRUE,17.69%,NONE
,,17.65%,TRUE,17.65%,NONE
,Spades Esports,17.64%,FALSE,#REF!,#REF!
,,17.60%,TRUE,17.60%,NONE
,Ikigai,17.59%,FALSE,#REF!,#REF!
,,17.58%,TRUE,17.58%,NONE
,,17.58%,TRUE,17.58%,NONE
,,17.57%,TRUE,17.57%,NONE
,Starlight,17.56%,FALSE,#REF!,#REF!
,,17.55%,TRUE,17.55%,NONE
,,17.52%,TRUE,17.52%,NONE
,,17.50%,TRUE,17.50%,NONE
,Esperion FC,17.49%,FALSE,#REF!,#REF!
,,17.48%,TRUE,17.48%,NONE
,,17.48%,TRUE,17.48%,NONE
,,17.43%,TRUE,17.43%,NONE
,,17.42%,TRUE,17.42%,NONE
,,17.38%,TRUE,17.38%,NONE
,FEARZ,17.37%,FALSE,#REF!,#REF!
,,17.36%,TRUE,17.36%,NONE
,,17.35%,TRUE,17.35%,NONE
,,17.34%,TRUE,17.34%,NONE
,,17.31%,TRUE,17.31%,NONE
,,17.27%,TRUE,17.27%,NONE
,,17.27%,TRUE,17.27%,NONE
,,17.27%,TRUE,17.27%,NONE
,,17.24%,TRUE,17.24%,NONE
,Boomerz and Zoomers,17.24%,FALSE,#REF!,#REF!
,,17.24%,TRUE,17.24%,NONE
,,17.23%,TRUE,17.23%,NONE
,,17.23%,TRUE,17.23%,NONE
,,17.22%,TRUE,17.22%,NONE
,,17.22%,TRUE,17.22%,NONE
,,17.15%,TRUE,17.15%,NONE
,Omega,17.14%,FALSE,#REF!,#REF!
,,17.13%,TRUE,17.13%,NONE
,Optumi,17.11%,FALSE,#REF!,#REF!
,,17.11%,TRUE,17.11%,NONE
,,17.07%,TRUE,17.07%,NONE
,,17.07%,TRUE,17.07%,NONE
,308 Esports,17.07%,FALSE,#REF!,#REF!
,DVS,17.07%,FALSE,#REF!,#REF!
,,17.05%,TRUE,17.05%,NONE
,Smooches,17.03%,FALSE,#REF!,#REF!
,,17.03%,TRUE,17.03%,NONE
,,16.98%,TRUE,16.98%,NONE
,,16.94%,TRUE,16.94%,NONE
,,16.92%,TRUE,16.92%,NONE
,,16.91%,TRUE,16.91%,NONE
,Disciples,16.89%,FALSE,#REF!,#REF!
,koalanoob fan club,16.88%,FALSE,#REF!,#REF!
,Large Flamingo Tots,16.88%,FALSE,#REF!,#REF!
,Zomblers,16.83%,FALSE,#REF!,#REF!
,,16.81%,TRUE,16.81%,NONE
,,16.81%,TRUE,16.81%,NONE
,,16.78%,TRUE,16.78%,NONE
,,16.78%,TRUE,16.78%,NONE
,,16.77%,TRUE,16.77%,NONE
,Nocturnals,16.75%,FALSE,#REF!,#REF!
,,16.73%,TRUE,16.73%,NONE
,,16.72%,TRUE,16.72%,NONE
,,16.69%,TRUE,16.69%,NONE
,,16.65%,TRUE,16.65%,NONE
,YCP,16.62%,FALSE,#REF!,#REF!
,,16.61%,TRUE,16.61%,NONE
,Revitalize,16.61%,FALSE,#REF!,#REF!
,IMG,16.61%,FALSE,#REF!,#REF!
,Large Flamingo Tots,16.61%,FALSE,#REF!,#REF!
,,16.56%,TRUE,16.56%,NONE
,,16.50%,TRUE,16.50%,NONE
,,16.42%,TRUE,16.42%,NONE
,,16.40%,TRUE,16.40%,NONE
,Zulu Aim,16.37%,FALSE,#REF!,#REF!
,,16.34%,TRUE,16.34%,NONE
,,16.29%,TRUE,16.29%,NONE
,Flux Academy,16.28%,FALSE,#REF!,#REF!
,,16.20%,TRUE,16.20%,NONE
,,16.15%,TRUE,16.15%,NONE
,,16.14%,TRUE,16.14%,NONE
,Gengar Gang,16.14%,FALSE,#REF!,#REF!
,Verity Esports,16.09%,FALSE,#REF!,#REF!
,,16.08%,TRUE,16.08%,NONE
,,16.02%,TRUE,16.02%,NONE
,,16.00%,TRUE,16.00%,NONE
,,15.98%,TRUE,15.98%,NONE
,,15.97%,TRUE,15.97%,NONE
,,15.96%,TRUE,15.96%,NONE
,Entropy Zero,15.94%,FALSE,#REF!,#REF!
,,15.92%,TRUE,15.92%,NONE
,,15.92%,TRUE,15.92%,NONE
,,15.84%,TRUE,15.84%,NONE
,Escape Velocity,15.82%,FALSE,#REF!,#REF!
,,15.80%,TRUE,15.80%,NONE
,,15.80%,TRUE,15.80%,NONE
,,15.78%,TRUE,15.78%,NONE
,,15.77%,TRUE,15.77%,NONE
,,15.76%,TRUE,15.76%,NONE
,,15.73%,TRUE,15.73%,NONE
,,15.70%,TRUE,15.70%,NONE
,,15.69%,TRUE,15.69%,NONE
,,15.68%,TRUE,15.68%,NONE
,,15.61%,TRUE,15.61%,NONE
,Escape Velocity,15.61%,FALSE,#REF!,#REF!
,,15.60%,TRUE,15.60%,NONE
,,15.59%,TRUE,15.59%,NONE
,,15.58%,TRUE,15.58%,NONE
,,15.54%,TRUE,15.54%,NONE
,Etropy Zero,15.48%,FALSE,#REF!,#REF!
,,15.47%,TRUE,15.47%,NONE
,,15.42%,TRUE,15.42%,NONE
,,15.35%,TRUE,15.35%,NONE
,,15.29%,TRUE,15.29%,NONE
,,15.28%,TRUE,15.28%,NONE
,,15.28%,TRUE,15.28%,NONE
,,15.21%,TRUE,15.21%,NONE
,,15.17%,TRUE,15.17%,NONE
,,15.15%,TRUE,15.15%,NONE
,,15.11%,TRUE,15.11%,NONE
,Zesty Zucchinis,15.07%,FALSE,#REF!,#REF!
,,14.99%,TRUE,14.99%,NONE
,,14.92%,TRUE,14.92%,NONE
,Krysos,14.87%,FALSE,#REF!,#REF!
,1Millisecond,14.86%,FALSE,#REF!,#REF!
,,14.84%,TRUE,14.84%,NONE
,,14.83%,TRUE,14.83%,NONE
,Nocturnals,14.78%,FALSE,#REF!,#REF!
,Verity Esports,14.78%,FALSE,#REF!,#REF!
,,14.76%,TRUE,14.76%,NONE
,,14.75%,TRUE,14.75%,NONE
,,14.74%,TRUE,14.74%,NONE
,,14.74%,TRUE,14.74%,NONE
,,14.69%,TRUE,14.69%,NONE
,BHOP Esports Rose,14.69%,FALSE,#REF!,#REF!
,,14.69%,TRUE,14.69%,NONE
,Elon Muskrats,14.68%,FALSE,#REF!,#REF!
,,14.66%,TRUE,14.66%,NONE
,,14.66%,TRUE,14.66%,NONE
,,14.62%,TRUE,14.62%,NONE
,,14.59%,TRUE,14.59%,NONE
,Boomerz and Zoomers,14.57%,FALSE,#REF!,#REF!
,,14.55%,TRUE,14.55%,NONE
,,14.54%,TRUE,14.54%,NONE
,,14.54%,TRUE,14.54%,NONE
,,14.48%,TRUE,14.48%,NONE
,,14.45%,TRUE,14.45%,NONE
,,14.44%,TRUE,14.44%,NONE
,Entropy Zero,14.44%,FALSE,#REF!,#REF!
,,14.43%,TRUE,14.43%,NONE
,Jellyspotters,14.39%,FALSE,#REF!,#REF!
,,14.39%,TRUE,14.39%,NONE
,,14.38%,TRUE,14.38%,NONE
,,14.38%,TRUE,14.38%,NONE
,,14.35%,TRUE,14.35%,NONE
,308 Esports,14.34%,FALSE,#REF!,#REF!
,,14.34%,TRUE,14.34%,NONE
,,14.32%,TRUE,14.32%,NONE
,Diplomax Gaming,14.31%,FALSE,#REF!,#REF!
,,14.31%,TRUE,14.31%,NONE
,,14.29%,TRUE,14.29%,NONE
,kaiju corp,14.28%,FALSE,#REF!,#REF!
,Nocturnals,14.27%,FALSE,#REF!,#REF!
,,14.27%,TRUE,14.27%,NONE
,,14.26%,TRUE,14.26%,NONE
,,14.25%,TRUE,14.25%,NONE
,Monarchy Esports,14.23%,FALSE,#REF!,#REF!
,,14.19%,TRUE,14.19%,NONE
,Radiant Rising Gold,14.17%,FALSE,#REF!,#REF!
,,14.17%,TRUE,14.17%,NONE
,,14.12%,TRUE,14.12%,NONE
,Tuna Sub Backwards,14.09%,FALSE,#REF!,#REF!
,,13.98%,TRUE,13.98%,NONE
,,13.98%,TRUE,13.98%,NONE
,,13.97%,TRUE,13.97%,NONE
,Nostalgians,13.81%,FALSE,#REF!,#REF!
,,13.75%,TRUE,13.75%,NONE
,,13.72%,TRUE,13.72%,NONE
,,13.67%,TRUE,13.67%,NONE
,,13.61%,TRUE,13.61%,NONE
,,13.51%,TRUE,13.51%,NONE
,,13.50%,TRUE,13.50%,NONE
,Diplomax Gaming,13.50%,FALSE,#REF!,#REF!
,,13.41%,TRUE,13.41%,NONE
,AT Elusive,13.41%,FALSE,#REF!,#REF!
,,13.28%,TRUE,13.28%,NONE
,,13.18%,TRUE,13.18%,NONE
,Diplomax Gaming,13.18%,FALSE,#REF!,#REF!
,,13.16%,TRUE,13.16%,NONE
,,13.15%,TRUE,13.15%,NONE
,,13.14%,TRUE,13.14%,NONE
,,13.08%,TRUE,13.08%,NONE
,,13.08%,TRUE,13.08%,NONE
,,13.08%,TRUE,13.08%,NONE
,,13.06%,TRUE,13.06%,NONE
,,13.05%,TRUE,13.05%,NONE
,Trinity Esports,13.01%,FALSE,#REF!,#REF!
,,12.98%,TRUE,12.98%,NONE
,,12.95%,TRUE,12.95%,NONE
,,12.95%,TRUE,12.95%,NONE
,,12.94%,TRUE,12.94%,NONE
,,12.93%,TRUE,12.93%,NONE
,,12.91%,TRUE,12.91%,NONE
,,12.91%,TRUE,12.91%,NONE
,,12.91%,TRUE,12.91%,NONE
,,12.75%,TRUE,12.75%,NONE
,,12.67%,TRUE,12.67%,NONE
,,12.67%,TRUE,12.67%,NONE
,,12.50%,TRUE,12.50%,NONE
,Diplomax Gaming,12.50%,FALSE,#REF!,#REF!
,,12.42%,TRUE,12.42%,NONE
,Blood Trail,12.15%,FALSE,#REF!,#REF!
,,12.09%,TRUE,12.09%,NONE
,,12.04%,TRUE,12.04%,NONE
,,12.04%,TRUE,12.04%,NONE
,,12.00%,TRUE,12.00%,NONE
,,11.99%,TRUE,11.99%,NONE
,,11.83%,TRUE,11.83%,NONE
,,11.78%,TRUE,11.78%,NONE
,,11.72%,TRUE,11.72%,NONE
,,11.64%,TRUE,11.64%,NONE
,,11.61%,TRUE,11.61%,NONE
,,11.60%,TRUE,11.60%,NONE
,Entropy Zero,11.58%,FALSE,#REF!,#REF!
,,11.46%,TRUE,11.46%,NONE
,B2,11.30%,FALSE,#REF!,#REF!
,AT Elusive,11.30%,FALSE,#REF!,#REF!
,,11.23%,TRUE,11.23%,NONE
,,11.21%,TRUE,11.21%,NONE
,,11.14%,TRUE,11.14%,NONE
,,11.09%,TRUE,11.09%,NONE
,,11.00%,TRUE,11.00%,NONE
,,10.99%,TRUE,10.99%,NONE
,,10.99%,TRUE,10.99%,NONE
,,10.92%,TRUE,10.92%,NONE
,,10.91%,TRUE,10.91%,NONE
,,10.86%,TRUE,10.86%,NONE
,,10.85%,TRUE,10.85%,NONE
,NuLL Death,10.78%,FALSE,#REF!,#REF!
,,10.71%,TRUE,10.71%,NONE
,,10.65%,TRUE,10.65%,NONE
,,10.65%,TRUE,10.65%,NONE
,,10.62%,TRUE,10.62%,NONE
,,10.58%,TRUE,10.58%,NONE
,,10.58%,TRUE,10.58%,NONE
,,10.51%,TRUE,10.51%,NONE
,,10.45%,TRUE,10.45%,NONE
,,10.38%,TRUE,10.38%,NONE
,,10.30%,TRUE,10.30%,NONE
,,9.92%,TRUE,9.92%,NONE
,,9.87%,TRUE,9.87%,NONE
,,9.77%,TRUE,9.77%,NONE
,,9.69%,TRUE,9.69%,NONE
,Nostalgians,9.51%,FALSE,#REF!,#REF!
,,9.51%,TRUE,9.51%,NONE
,,9.48%,TRUE,9.48%,NONE
,,9.37%,TRUE,9.37%,NONE
,,9.34%,TRUE,9.34%,NONE
,Adore Academy,9.33%,FALSE,#REF!,#REF!
,,9.29%,TRUE,9.29%,NONE
,,9.22%,TRUE,9.22%,NONE
,,9.21%,TRUE,9.21%,NONE
,,9.08%,TRUE,9.08%,NONE
,,9.04%,TRUE,9.04%,NONE
,,8.95%,TRUE,8.95%,NONE
,,8.85%,TRUE,8.85%,NONE
,,8.67%,TRUE,8.67%,NONE
,,8.15%,TRUE,8.15%,NONE
,,7.96%,TRUE,7.96%,NONE
,,7.91%,TRUE,7.91%,NONE
,AT Elusive,7.88%,FALSE,#REF!,#REF!
,,7.83%,TRUE,7.83%,NONE
,,7.28%,TRUE,7.28%,NONE
,,7.19%,TRUE,7.19%,NONE
,,6.94%,TRUE,6.94%,NONE
,,6.92%,TRUE,6.92%,NONE
,,6.80%,TRUE,6.80%,NONE
,,6.80%,TRUE,6.80%,NONE
,,6.76%,TRUE,6.76%,NONE
,,6.29%,TRUE,6.29%,NONE
,,6.21%,TRUE,6.21%,NONE
,,6.18%,TRUE,6.18%,NONE
,,6.07%,TRUE,6.07%,NONE
,,6.02%,TRUE,6.02%,NONE
,,5.91%,TRUE,5.91%,NONE
,,5.57%,TRUE,5.57%,NONE
,,5.52%,TRUE,5.52%,NONE
,,5.39%,TRUE,5.39%,NONE
,,5.06%,TRUE,5.06%,NONE
,,4.30%,TRUE,4.30%,NONE
,,4.02%,TRUE,4.02%,NONE
,,3.57%,TRUE,3.57%,NONE
,,2.50%,TRUE,2.50%,NONE
,,2.42%,TRUE,2.42%,NONE
,Adore Academy,2.18%,FALSE,#REF!,#REF!
,,2.05%,TRUE,2.05%,NONE
,,1.49%,TRUE,1.49%,NONE
,Ikigai,0.00%,FALSE,#REF!,#REF!
,Agoge X,0.00%,FALSE,#REF!,#REF!
,1,0.00%,FALSE,#REF!,#REF!
,1,0.00%,FALSE,#REF!,#REF!
,1,0.00%,FALSE,#REF!,#REF!
,1,0.00%,FALSE,#REF!,#REF!
,1,0.00%,FALSE,#REF!,#REF!
,1,0.00%,FALSE,#REF!,#REF!
,1,0.00%,FALSE,#REF!,#REF!
,1,0.00%,FALSE,#REF!,#REF!
,1,0.00%,FALSE,#REF!,#REF!
,1,0.00%,FALSE,#REF!,#REF!
,1,0.00%,FALSE,#REF!,#REF!
,1,0.00%,FALSE,#REF!,#REF!
,1,0.00%,FALSE,#REF!,#REF!
,1,0.00%,FALSE,#REF!,#REF!
,1,0.00%,FALSE,#REF!,#REF!
,1,0.00%,FALSE,#REF!,#REF!
,1,0.00%,FALSE,#REF!,#REF!
,1,0.00%,FALSE,#REF!,#REF!
,1,0.00%,FALSE,#REF!,#REF!
,1,0.00%,FALSE,#REF!,#REF!
,1,0.00%,FALSE,#REF!,#REF!
,1,0.00%,FALSE,#REF!,#REF!
,1,0.00%,FALSE,#REF!,#REF!
,1,0.00%,FALSE,#REF!,#REF!
,1,0.00%,FALSE,#REF!,#REF!
,1,0.00%,FALSE,#REF!,#REF!
,1,0.00%,FALSE,#REF!,#REF!
,1,0.00%,FALSE,#REF!,#REF!
,1,0.00%,FALSE,#REF!,#REF!
,1,0.00%,FALSE,#REF!,#REF!
,1,0.00%,FALSE,#REF!,#REF!
,1,0.00%,FALSE,#REF!,#REF!
,1,0.00%,FALSE,#REF!,#REF!
,1,0.00%,FALSE,#REF!,#REF!
,1,0.00%,FALSE,#REF!,#REF!
,1,0.00%,FALSE,#REF!,#REF!
,1,0.00%,FALSE,#REF!,#REF!
,1,0.00%,FALSE,#REF!,#REF!
,1,0.00%,FALSE,#REF!,#REF!
,1,0.00%,FALSE,#REF!,#REF!
,1,0.00%,FALSE,#REF!,#REF!
,1,0.00%,FALSE,#REF!,#REF!
,1,0.00%,FALSE,#REF!,#REF!
,1,0.00%,FALSE,#REF!,#REF!
,1,0.00%,FALSE,#REF!,#REF!
,1,0.00%,FALSE,#REF!,#REF!
,1,0.00%,FALSE,#REF!,#REF!
,1,0.00%,FALSE,#REF!,#REF!
,1,0.00%,FALSE,#REF!,#REF!
,Final Black,0.00%,FALSE,#REF!,#REF!
,Abstract Empire,0.00%,FALSE,#REF!,#REF!
,Project (Yoon),0.00%,FALSE,#REF!,#REF!
,Evolution Gaming,0.00%,FALSE,#REF!,#REF!
,3VN,0.00%,FALSE,#REF!,#REF!
,3VN,0.00%,FALSE,#REF!,#REF!
,,,TRUE,,NONE
,,,TRUE,,NONE
,,,TRUE,,NONE
,,,TRUE,,NONE
,,,TRUE,,NONE
,,,TRUE,,NONE
,,,TRUE,,NONE
,,,TRUE,,NONE
,,,TRUE,,NONE
,,,TRUE,,NONE
,,,TRUE,,NONE
,,,TRUE,,NONE
,,,TRUE,,NONE
,,,TRUE,,NONE
,,,TRUE,,NONE
,,,TRUE,,NONE
,,,TRUE,,NONE
,,,TRUE,,NONE
,,,TRUE,,NONE
,,,TRUE,,NONE
,,,TRUE,,NONE
,,,TRUE,,NONE
,,,TRUE,,NONE
,,,TRUE,,NONE
,,,TRUE,,NONE
,,,TRUE,,NONE
,,,TRUE,,NONE
,,,TRUE,,NONE
,,,TRUE,,NONE
,,,TRUE,,NONE
,,,TRUE,,NONE
,,,TRUE,,NONE
,,,TRUE,,NONE
,,,TRUE,,NONE
,,,TRUE,,NONE
,,,TRUE,,NONE
,,,TRUE,,NONE
,,,TRUE,,NONE
,,,TRUE,,NONE
,,,TRUE,,NONE
,,,TRUE,,NONE
,,,TRUE,,NONE
,,,TRUE,,NONE
,,,TRUE,,NONE
,,,TRUE,,NONE
,,,TRUE,,NONE
,,,TRUE,,NONE
,,,TRUE,,NONE
,,,TRUE,,NONE
,,,TRUE,,NONE
,,,TRUE,,NONE
,,,TRUE,,NONE
,,,TRUE,,NONE
,,,TRUE,,NONE
,,,TRUE,,NONE
,,,TRUE,,NONE
,,,TRUE,,NONE
,,,TRUE,,NONE
,,,TRUE,,NONE
,,,TRUE,,NONE
,,,TRUE,,NONE
,,,TRUE,,NONE
,,,TRUE,,NONE
,,,TRUE,,NONE
,,,TRUE,,NONE
,,,TRUE,,NONE
,,,TRUE,,NONE
,,,TRUE,,NONE
,,,TRUE,,NONE
,,,TRUE,,NONE
,,,TRUE,,NONE
,,,TRUE,,NONE
,,,TRUE,,NONE
,,,TRUE,,NONE
,,,TRUE,,NONE
,,,TRUE,,NONE
,,,TRUE,,NONE
,,,TRUE,,NONE
,,,TRUE,,NONE
,,,TRUE,,NONE
,,,TRUE,,NONE
,,,TRUE,,NONE
,,,TRUE,,NONE
,,,TRUE,,NONE
,,,TRUE,,NONE
,,,TRUE,,NONE
,,,TRUE,,NONE
,,,TRUE,,NONE
,,,TRUE,,NONE
,,,TRUE,,NONE
,,,TRUE,,NONE
,,,TRUE,,NONE
,,,TRUE,,NONE
,,,TRUE,,NONE
,,,TRUE,,NONE
,,,TRUE,,NONE
,,,TRUE,,NONE
,,,TRUE,,NONE
,,,TRUE,,NONE
,,,TRUE,,NONE
,,,TRUE,,NONE
,,,TRUE,,NONE
,,,TRUE,,NONE
,,,TRUE,,NONE
,,,TRUE,,NONE
,,,TRUE,,NONE
,,,TRUE,,NONE
,,,TRUE,,NONE
,,,TRUE,,NONE
,,,TRUE,,NONE
,,,TRUE,,NONE
,,,TRUE,,NONE
,,,TRUE,,NONE
,,,TRUE,,NONE
,,,TRUE,,NONE
,,,TRUE,,NONE
,,,TRUE,,NONE
,,,TRUE,,NONE
,,,TRUE,,NONE
,,,TRUE,,NONE
,,,TRUE,,NONE
,,,TRUE,,NONE
,,,TRUE,,NONE
,,,TRUE,,NONE
,,,TRUE,,NONE
,,,TRUE,,NONE
,,,TRUE,,NONE
,,,TRUE,,NONE
,,,TRUE,,NONE
,,,TRUE,,NONE
,,,TRUE,,NONE
,,,TRUE,,NONE
,,,TRUE,,NONE
,,,TRUE,,NONE
,,,TRUE,,NONE
,,,TRUE,,NONE
,,,TRUE,,NONE
,,,TRUE,,NONE
,,,TRUE,,NONE
,,,TRUE,,NONE
,,,TRUE,,NONE
,,,TRUE,,NONE
,,,TRUE,,NONE
,,,TRUE,,NONE
,,,TRUE,,NONE
,,,TRUE,,NONE
,,,TRUE,,NONE
,,,TRUE,,NONE
,,,TRUE,,NONE
,,,TRUE,,NONE
,,,TRUE,,NONE
,,,TRUE,,NONE
,,,TRUE,,NONE
,,,TRUE,,NONE
,,,TRUE,,NONE
,,,TRUE,,NONE
,,,TRUE,,NONE
,,,TRUE,,NONE
,,,TRUE,,NONE
,,,TRUE,,NONE
,,,TRUE,,NONE
,,,TRUE,,NONE
,,,TRUE,,NONE
,,,TRUE,,NONE
,,,TRUE,,NONE
,,,TRUE,,NONE
,,,TRUE,,NONE
,,,TRUE,,NONE
,,,TRUE,,NONE
,,,TRUE,,NONE
,,,TRUE,,NONE
,,,TRUE,,NONE
,,,TRUE,,NONE
,,,TRUE,,NONE
,,,TRUE,,NONE
,,,TRUE,,NONE
,,,TRUE,,NONE
,,,TRUE,,NONE
,,,TRUE,,NONE
,,,TRUE,,NONE
,,,TRUE,,NONE
,,,TRUE,,NONE
,,,TRUE,,NONE
,,,TRUE,,NONE
,,,TRUE,,NONE
,,,TRUE,,NONE
,,,TRUE,,NONE
,,,TRUE,,NONE
,,,TRUE,,NONE
,,,TRUE,,NONE
,,,TRUE,,NONE
,,,TRUE,,NONE
,,,TRUE,,NONE
,,,TRUE,,NONE
,,,TRUE,,NONE
,,,TRUE,,NONE
,,,TRUE,,NONE
,,,TRUE,,NONE
,,,TRUE,,NONE
,,,TRUE,,NONE
,,,TRUE,,NONE
,,,TRUE,,NONE
,,,TRUE,,NONE
,,,TRUE,,NONE
,,,TRUE,,NONE
,,,TRUE,,NONE
,,,TRUE,,NONE
,,,TRUE,,NONE
,,,TRUE,,NONE
,,,TRUE,,NONE
,,,TRUE,,NONE
,,,TRUE,,NONE
,,,TRUE,,NONE
,,,TRUE,,NONE
,,,TRUE,,NONE
,,,TRUE,,NONE
,,,TRUE,,NONE
,,,TRUE,,NONE
,,,TRUE,,NONE
,,,TRUE,,NONE
,,,TRUE,,NONE
,,,TRUE,,NONE
,,,TRUE,,NONE
,,,TRUE,,NONE
,,,TRUE,,NONE
,,,TRUE,,NONE
,,,TRUE,,NONE
,,,TRUE,,NONE
,,,TRUE,,NONE
,,,TRUE,,NONE
,,,TRUE,,NONE
,,,TRUE,,NONE
,,,TRUE,,NONE
,,,TRUE,,NONE
,,,TRUE,,NONE
,,,TRUE,,NONE
,,,TRUE,,NONE
,,,TRUE,,NONE
,,,TRUE,,NONE
,,,TRUE,,NONE
,,,TRUE,,NONE
,,,TRUE,,NONE
,,,TRUE,,NONE
,,,TRUE,,NONE
,,,TRUE,,NONE
,,,TRUE,,NONE
,,,TRUE,,NONE
,,,TRUE,,NONE
,,,TRUE,,NONE
,,,TRUE,,NONE
,,,TRUE,,NONE
,,,TRUE,,NONE
,,,TRUE,,NONE
,,,TRUE,,NONE
,,,TRUE,,NONE
,,,TRUE,,NONE
,,,TRUE,,NONE
,,,TRUE,,NONE
,,,TRUE,,NONE
,,,TRUE,,NONE
,,,TRUE,,NONE
,,,TRUE,,NONE
,,,TRUE,,NONE
,,,TRUE,,NONE
,,,TRUE,,NONE
,,,TRUE,,NONE
,,,TRUE,,NONE
,,,TRUE,,NONE
,,,TRUE,,NONE
,,,TRUE,,NONE
,,,TRUE,,NONE
,,,TRUE,,NONE
,,,TRUE,,NONE
,,,TRUE,,NONE
,,,TRUE,,NONE
,,,TRUE,,NONE
,,,TRUE,,NONE
,,,TRUE,,NONE
,,,TRUE,,NONE
,,,TRUE,,NONE
,,,TRUE,,NONE
,,,TRUE,,NONE
,,,TRUE,,NONE
,,,TRUE,,NONE
,,,TRUE,,NONE
,,,TRUE,,NONE
,,,TRUE,,NONE
,,,TRUE,,NONE
,,,TRUE,,NONE
,,,TRUE,,NONE
,,,TRUE,,NONE
,,,TRUE,,NONE
,,,TRUE,,NONE
,,,TRUE,,NONE
,,,TRUE,,NONE
,,,TRUE,,NONE
,,,TRUE,,NONE
,,,TRUE,,NONE
,,,TRUE,,NONE
,,,TRUE,,NONE
,,,TRUE,,NONE
,,,TRUE,,NONE
,,,TRUE,,NONE
,,,TRUE,,NONE
,,,TRUE,,NONE
,,,TRUE,,NONE
,,,TRUE,,NONE
,,,TRUE,,NONE
,,,TRUE,,NONE
,,,TRUE,,NONE
,,,TRUE,,NONE
faknator#2034,DNADIFF,0.6758870347,FALSE,94.03%,Premier
Takumi#5946,o7,0.5937037701,FALSE,66.21%,Challenger
,,,TRUE,,NONE
,,,TRUE,,NONE
,,,TRUE,,NONE
,,,TRUE,,NONE
,,,TRUE,,NONE
,,,TRUE,,NONE
,,,TRUE,,NONE
,,,TRUE,,NONE
,,,TRUE,,NONE
,,,TRUE,,NONE
,,,TRUE,,NONE
,,,TRUE,,NONE
,,,TRUE,,NONE
,,,TRUE,,NONE
,,,TRUE,,NONE
,,,TRUE,,NONE
